BY,outcome,statistic,feature,level,estimate,std.error,z,p,lower,upper,breakdown
Female,chosen,mm,Life.expectancy,1 less year on average,0.517966101694915,0.0127187697159518,40.7245443751753,0,0.493037771123991,0.542894432265839,Sex
Female,chosen,mm,Life.expectancy,1 more year on average,0.492656875834426,0.0133760370411229,36.8313031968898,5.82669386090149E-297,0.466440324977951,0.5188734266909,Sex
Female,chosen,mm,Life.expectancy,3 more years on average,0.515394912985273,0.0124107274924919,41.5281790126381,0,0.491070334078048,0.539719491892498,Sex
Female,chosen,mm,Life.expectancy,5 more years on average,0.510013351134848,0.0122620866764362,41.5927047812287,0,0.485980102873725,0.534046599395971,Sex
Female,chosen,mm,Mental.health,Same number of cases,0.509991311902693,0.0140333820649185,36.3412974537051,3.60614630186489E-289,0.482486388474163,0.537496235331224,Sex
Female,chosen,mm,Mental.health,50% fewer cases,0.557192374350084,0.0147494264403061,37.7772231757726,0,0.528284029734461,0.586100718965707,Sex
Female,chosen,mm,Mental.health,25% fewer cases,0.524914089347096,0.0137108994270016,38.2844387519431,0,0.498041220274521,0.55178695841967,Sex
Female,chosen,mm,Mental.health,10% fewer cases,0.532523850823917,0.0147742850076984,36.043967646924,1.7144038769982E-284,0.503566784311497,0.561480917336336,Sex
Female,chosen,mm,Mental.health,5% fewer cases,0.5297619047619,0.014099834024121,37.5722085703718,0,0.50212673788663,0.55739707163717,Sex
Female,chosen,mm,Mental.health,5% more cases,0.493606138107416,0.014121438548884,34.9543806318815,1.11093855821715E-267,0.465928627141708,0.521283649073124,Sex
Female,chosen,mm,Mental.health,10% more cases,0.510748065348238,0.0141386129584102,36.1243402624177,9.41057279608127E-286,0.483036893158403,0.538459237538074,Sex
Female,chosen,mm,Mental.health,25% more cases,0.44960560911483,0.0137692698464866,32.6528286632099,7.30561587729027E-234,0.422618336122303,0.476592882107357,Sex
Female,chosen,mm,Mental.health,50% more cases,0.391416309012876,0.0138002834564878,28.3629180695461,5.80017198319795E-177,0.364368250461716,0.418464367564036,Sex
Female,chosen,mm,Eligibility,People in and out of work are entitled,0.519570222563324,0.00959949548367472,54.1247426437072,0,0.500755557145567,0.538384887981081,Sex
Female,chosen,mm,Eligibility,Everyone is entitled but people of working age who are not disabled are required to look for work,0.537692307692292,0.00951114155854826,56.5328887581359,0,0.519050812785675,0.556333802598909,Sex
Female,chosen,mm,Eligibility,Only people in work are entitled,0.464895635673617,0.0093843414168424,49.5395057600156,0,0.446502664477979,0.483288606869256,Sex
Female,chosen,mm,Eligibility,Only people out of work are entitled,0.478260869565236,0.00973392798259814,49.1333889484542,0,0.459182721291237,0.497339017839235,Sex
Female,chosen,mm,Means.testing,People with any or no amount of income are entitled to the full benefit,0.506738544474396,0.00935602445807558,54.1617378989436,0,0.488401073498092,0.5250760154507,Sex
Female,chosen,mm,Means.testing,Only those with incomes less than £20k are entitled to the full benefit,0.50537634408601,0.00926587560746757,54.5416715586724,0,0.487215561610146,0.523537126561875,Sex
Female,chosen,mm,Means.testing,Only those with incomes less than £50k are entitled to the full benefit,0.513203214695752,0.00889650511672963,57.6859348656685,0,0.495766385078686,0.530640044312819,Sex
Female,chosen,mm,Means.testing,Only those with incomes less than £125k are entitled to the full benefit,0.474866717440967,0.00889803890227267,53.3675703889854,0,0.457426881659476,0.492306553222458,Sex
Female,chosen,mm,Citizenship,"Citizens, permanent residents and anyone residing in the UK for more than six months are entitled",0.493103448275849,0.00803875733119097,61.3407555372485,0,0.477347773426257,0.508859123125441,Sex
Female,chosen,mm,Citizenship,Only citizens and permanent residents are entitled,0.505459770114929,0.00731390545906965,69.1094208072009,0,0.491124778828821,0.519794761401036,Sex
Female,chosen,mm,Citizenship,Only citizens are entitled,0.50143678160921,0.00720534084611602,69.5923749227638,0,0.487314573054487,0.515558990163933,Sex
Female,chosen,mm,Poverty,Unchanged.,0.454926624737942,0.0154653197952737,29.4159209612316,3.4366078926238E-190,0.424615154929811,0.485238094546072,Sex
Female,chosen,mm,Poverty,Decreased by 100%.,0.659836065573759,0.0155898342500637,42.3247646504685,0,0.629280551918686,0.690391579228833,Sex
Female,chosen,mm,Poverty,Decreased by 75%.,0.616525423728817,0.016107012744562,38.2768321790126,0,0.584956258850948,0.648094588606686,Sex
Female,chosen,mm,Poverty,Decreased by 50%.,0.620082815734979,0.0152883409575747,40.5591958902352,0,0.590118218074764,0.650047413395195,Sex
Female,chosen,mm,Poverty,Decreased by 25%.,0.54680851063829,0.0151788331344233,36.024410163533,3.47066213528276E-284,0.517058544367477,0.576558476909103,Sex
Female,chosen,mm,Poverty,Decreased by 10%.,0.522435897435895,0.0165682332548222,31.5323842561089,3.12711910841816E-218,0.489962756968985,0.554909037902805,Sex
Female,chosen,mm,Poverty,Decreased by 5%.,0.486772486772483,0.0166630994532316,29.2126016614561,1.34152166258679E-187,0.45411341197334,0.519431561571626,Sex
Female,chosen,mm,Poverty,Increased by 5%.,0.455627705627714,0.015758315832582,28.9134772058353,8.08316282631166E-184,0.424741974138846,0.486513437116582,Sex
Female,chosen,mm,Poverty,Increased by 10%.,0.427038626609436,0.0159195414182957,26.8248070336157,1.65997929147083E-158,0.395836898779183,0.458240354439689,Sex
Female,chosen,mm,Poverty,Increased by 25%.,0.365445026178002,0.0156968966782202,23.2813551410494,6.8495424946944E-120,0.334679674019644,0.39621037833636,Sex
Female,chosen,mm,Poverty,Increased by 50%.,0.340909090909088,0.0162635078082564,20.9615966572735,1.47070273822399E-97,0.30903320134262,0.372784980475556,Sex
Female,chosen,mm,Inequality,Unchanged.,0.510600706713788,0.0142166242057035,35.9157490080482,1.7345392987672E-282,0.482736635288869,0.538464778138707,Sex
Female,chosen,mm,Inequality,Decreased by 50%.,0.52409638554217,0.0140399871329429,37.3288365993191,5.59100239112361E-305,0.496578516418196,0.551614254666143,Sex
Female,chosen,mm,Inequality,Decreased by 25%.,0.541166380789023,0.0143441114684927,37.7274243844041,0,0.513052438920549,0.569280322657497,Sex
Female,chosen,mm,Inequality,Decreased by 10%.,0.53458582408198,0.0139468856787646,38.3301216052795,0,0.507250430455104,0.561921217708856,Sex
Female,chosen,mm,Inequality,Decreased by 5%.,0.532244196044739,0.0135345531602191,39.3248443257895,0,0.505716959303866,0.558771432785611,Sex
Female,chosen,mm,Inequality,Increased by 5%.,0.492994746059542,0.0139039394444271,35.4571988773399,2.24681345184989E-275,0.465743525505239,0.520245966613845,Sex
Female,chosen,mm,Inequality,Increased by 10%.,0.471195184866738,0.0141318857203995,33.3426970886527,9.29531503714147E-244,0.443497197821119,0.498893171912357,Sex
Female,chosen,mm,Inequality,Increased by 25%.,0.471600688468148,0.0151635820014891,31.1008763247257,2.34369114252886E-212,0.44188061386861,0.501320763067686,Sex
Female,chosen,mm,Inequality,Increased by 50%.,0.422391857506357,0.0140579121696387,30.0465568719806,2.42156599288347E-198,0.394838855956038,0.449944859056676,Sex
Male,chosen,mm,Level,Child - £0; Adult - £63; Pensioner - £190,0.469422911283375,0.0140047850576864,33.518751580249,2.56971409427057E-246,0.441974036959085,0.496871785607665,Sex
Male,chosen,mm,Level,Child - £41; Adult - £63; Pensioner - £190,0.481545064377684,0.0140771069066672,34.20767261131,1.85940582164784E-256,0.453954441834096,0.509135686921271,Sex
Male,chosen,mm,Level,Child - £0; Adult - £145; Pensioner - £190,0.479219677692955,0.014604942427739,32.8121579433808,3.94997937325228E-236,0.450594516538306,0.507844838847605,Sex
Male,chosen,mm,Level,Child - £41; Adult - £145; Pensioner - £190,0.467921300256625,0.0134280182617989,34.8466386576047,4.78723019622026E-266,0.441602868079753,0.494239732433497,Sex
Male,chosen,mm,Level,Child - £63; Adult - £145; Pensioner - £190,0.513134851138341,0.0144955048481287,35.3995846653512,1.73278576974938E-274,0.484724183698283,0.541545518578399,Sex
Male,chosen,mm,Level,Child - £63; Adult - £190; Pensioner - £190,0.533731853116994,0.0140733542717158,37.9249923516579,0,0.506148585602758,0.56131512063123,Sex
Male,chosen,mm,Level,Child - £95; Adult - £190; Pensioner - £230,0.518867924528303,0.0139030897985317,37.3203318145223,7.68156790184421E-305,0.491618369249355,0.546117479807252,Sex
Male,chosen,mm,Level,Child - £41; Adult - £230; Pensioner - £230,0.51186440677965,0.013813363088364,37.0557411330794,1.45151936462789E-300,0.484790712621082,0.538938100938219,Sex
Male,chosen,mm,Level,Child - £95; Adult - £230; Pensioner - £230,0.525065963060717,0.0146102080517538,35.9382947320649,7.71139915453765E-283,0.496430481472642,0.553701444648791,Sex
Male,chosen,mm,Tax,Basic rate - 20%; Higher rate - 40%; Additional rate - 45%,0.574310692669806,0.013090269787457,43.8730982626581,0,0.548654235338477,0.599967150001134,Sex
Male,chosen,mm,Tax,Basic rate - 23%; Higher rate - 43%; Additional rate - 48%,0.572672471533839,0.013387243253992,42.7774755914048,0,0.546433956903738,0.59891098616394,Sex
Male,chosen,mm,Tax,Basic rate - 30%; Higher rate - 50%; Additional rate - 60%,0.538104705102718,0.0130414903838159,41.260982392817,0,0.512543853645713,0.563665556559722,Sex
Male,chosen,mm,Tax,Basic rate - 40%; Higher rate - 60%; Additional rate - 70%,0.500664010624168,0.0125108282093605,40.0184545935636,0,0.476143237917054,0.525184783331282,Sex
Male,chosen,mm,Tax,Basic rate - 48%; Higher rate - 68%; Additional rate - 78%,0.46967654986523,0.0127361980061009,36.8772964773511,1.06839065438948E-297,0.444714060473302,0.494639039257159,Sex
Male,chosen,mm,Tax,Basic rate - 50%; Higher rate - 70%; Additional rate - 80%,0.446369087275142,0.0120112962448885,37.1624409368055,2.76040431397432E-302,0.422827379227519,0.469910795322764,Sex
Male,chosen,mm,Tax,Basic rate - 65%; Higher rate - 85%; Additional rate - 95%,0.3979865771812,0.0141094151574678,28.2071632834869,4.7766563305205E-175,0.370332631629639,0.42564052273276,Sex
Male,chosen,mm,Funding,Removal of income tax-free personal allowance,0.472166331321255,0.0126707156601971,37.2643774814144,6.19910976534031E-304,0.447332184968921,0.497000477673589,Sex
Male,chosen,mm,Funding,Increased government borrowing,0.456724367509989,0.0126444076366981,36.1206614522952,1.07491139901826E-285,0.431941783936217,0.48150695108376,Sex
Male,chosen,mm,Funding,Corporation tax increase,0.519089082384464,0.0120428240450696,43.1036009860979,0,0.495485580983975,0.542692583784954,Sex
Male,chosen,mm,Funding,Tax for businesses based on carbon emissions,0.521183591123069,0.0122073310703917,42.6943111575941,0,0.497257661877744,0.545109520368393,Sex
Male,chosen,mm,Funding,Tax for individuals based on carbon emissions,0.484238765928884,0.0128582974416767,37.6596332543494,0,0.459036966040694,0.509440565817073,Sex
Male,chosen,mm,Funding,Tax on wealth,0.556673373574774,0.0130383997119009,42.6949154708507,0,0.531118579723411,0.582228167426137,Sex
Male,chosen,mm,Funding,VAT increase,0.490429042904296,0.0130332587606591,37.6290421229615,0,0.464884325132213,0.515973760676379,Sex
Male,chosen,mm,Life.expectancy,0 more or less years on average,0.509711989283327,0.0122353462034208,41.6589756275812,0,0.485731151386243,0.53369282718041,Sex
Male,chosen,mm,Life.expectancy,5 fewer years on average,0.456839309428949,0.0128895071319207,35.4427290937754,3.75419470502912E-275,0.431576339671913,0.482102279185986,Sex
Male,chosen,mm,Life.expectancy,3 fewer years on average,0.477410654079571,0.0126967516367906,37.6010075440247,0,0.452525478150811,0.50229583000833,Sex
Male,chosen,mm,Life.expectancy,1 less year on average,0.496286293045246,0.012552843077249,39.5357681117455,0,0.471683172710255,0.520889413380236,Sex
Male,chosen,mm,Life.expectancy,1 more year on average,0.484707446808505,0.0123432760045921,39.2689466417325,0,0.460515070388267,0.508899823228743,Sex
Male,chosen,mm,Life.expectancy,3 more years on average,0.523201075991931,0.0127175205736554,41.1401792481273,0,0.498275193694919,0.548126958288943,Sex
Male,chosen,mm,Life.expectancy,5 more years on average,0.551451187335099,0.0119117618393495,46.2946787194342,0,0.528104563137556,0.574797811532643,Sex
Male,chosen,mm,Mental.health,Same number of cases,0.518582541054448,0.0137049918406399,37.838952922006,0,0.491721250638378,0.545443831470517,Sex
Male,chosen,mm,Mental.health,50% fewer cases,0.55744680851064,0.0138596395786254,40.2208733746831,0,0.530282414097828,0.584611202923451,Sex
Male,chosen,mm,Mental.health,25% fewer cases,0.50252951096122,0.0141666460303092,35.4727230345186,1.29500208034525E-275,0.474763394960087,0.530295626962353,Sex
Male,chosen,mm,Mental.health,10% fewer cases,0.506993006992989,0.0146317335294578,34.6502351189126,4.43069090721589E-263,0.478315336243865,0.535670677742113,Sex
Male,chosen,mm,Mental.health,5% fewer cases,0.503896103896101,0.0142789423545625,35.2894557162415,8.52251139250933E-273,0.475909891143834,0.531882316648367,Sex
Male,chosen,mm,Mental.health,5% more cases,0.515652173913044,0.0140300673059613,36.7533642332525,1.02731761989219E-295,0.488153747292687,0.543150600533401,Sex
Male,chosen,mm,Mental.health,10% more cases,0.481513327601052,0.0139000422732497,34.6411412379453,6.0731738548328E-263,0.454269745361898,0.508756909840205,Sex
Male,chosen,mm,Mental.health,25% more cases,0.485156912637823,0.0143115688038494,33.8996317795243,6.7454097660696E-252,0.457106753220012,0.513207072055635,Sex
Male,chosen,mm,Mental.health,50% more cases,0.428079242032729,0.0133442980576792,32.0795623855526,8.50020025904089E-226,0.40192489844071,0.454233585624748,Sex
Male,chosen,mm,Eligibility,People in and out of work are entitled,0.520600693107434,0.00827169506859216,62.937606958478,0,0.504388468681896,0.536812917532972,Sex
Male,chosen,mm,Eligibility,Everyone is entitled but people of working age who are not disabled are required to look for work,0.519142419601852,0.00891114154619247,58.2576785376807,0,0.501676903110176,0.536607936093528,Sex
Male,chosen,mm,Eligibility,Only people in work are entitled,0.487552661815384,0.00999015129840799,48.8033311260341,0,0.467972325070398,0.50713299856037,Sex
Male,chosen,mm,Eligibility,Only people out of work are entitled,0.473207547169811,0.00964178493973353,49.07883240786,0,0.454309995941252,0.492105098398369,Sex
Male,chosen,mm,Means.testing,People with any or no amount of income are entitled to the full benefit,0.503999999999992,0.00886567837294093,56.8484416870184,0,0.486623589690513,0.521376410309472,Sex
Male,chosen,mm,Means.testing,Only those with incomes less than £20k are entitled to the full benefit,0.513953488372082,0.00917275637470167,56.0304304810229,0,0.495975216238706,0.531931760505457,Sex
Male,chosen,mm,Means.testing,Only those with incomes less than £50k are entitled to the full benefit,0.497540673477113,0.00901201415983798,55.2085987275077,0,0.479877450295665,0.51520389665856,Sex
Male,chosen,mm,Means.testing,Only those with incomes less than £125k are entitled to the full benefit,0.484744469870276,0.00823678358118262,58.8511844572074,0,0.468600670702707,0.500888269037845,Sex
Male,chosen,mm,Citizenship,"Citizens, permanent residents and anyone residing in the UK for more than six months are entitled",0.490544412607462,0.00825622024635686,59.41513161836,0,0.474362518276172,0.506726306938752,Sex
Male,chosen,mm,Citizenship,Only citizens and permanent residents are entitled,0.520630372492851,0.00755457551126793,68.9159002668397,0,0.505823676572277,0.535437068413424,Sex
Male,chosen,mm,Citizenship,Only citizens are entitled,0.488825214899746,0.00813952326000918,60.0557550220938,0,0.472872042458802,0.50477838734069,Sex
Male,chosen,mm,Poverty,Unchanged.,0.488752556237215,0.0147804855810944,33.0674221462909,8.74048990738853E-240,0.459783336824256,0.517721775650173,Sex
Male,chosen,mm,Poverty,Decreased by 100%.,0.607581967213105,0.0166479508671007,36.4959010309068,1.28804472503163E-291,0.574952583097196,0.640211351329015,Sex
Male,chosen,mm,Poverty,Decreased by 75%.,0.603950103950109,0.0165570877394996,36.4768317624656,2.58419881935413E-291,0.571498808291821,0.636401399608398,Sex
Male,chosen,mm,Poverty,Decreased by 50%.,0.597837837837832,0.0166760364246235,35.8501158557724,1.83142248874494E-281,0.565153407040692,0.630522268634972,Sex
Male,chosen,mm,Poverty,Decreased by 25%.,0.573068893528187,0.0148538072627672,38.5806065334273,0,0.543955966259863,0.60218182079651,Sex
Male,chosen,mm,Poverty,Decreased by 10%.,0.533907427341256,0.0155928286114161,34.24057562913,6.02432445436108E-257,0.503346044845775,0.564468809836737,Sex
Male,chosen,mm,Poverty,Decreased by 5%.,0.504854368932036,0.0162819074982024,31.0070775790721,4.32745828028529E-211,0.472942416635947,0.536766321228125,Sex
Male,chosen,mm,Poverty,Increased by 5%.,0.425985090521828,0.015087422826188,28.2344503384915,2.20938364264874E-175,0.396414285162972,0.455555895880684,Sex
Male,chosen,mm,Poverty,Increased by 10%.,0.430107526881712,0.0166747073289532,25.794007558675,1.03518447827433E-146,0.397425701064218,0.462789352699206,Sex
Male,chosen,mm,Poverty,Increased by 25%.,0.373949579831935,0.0152964331407867,24.4468482547627,5.43619051445071E-132,0.343969121784068,0.403930037879802,Sex
Male,chosen,mm,Poverty,Increased by 50%.,0.363179074446685,0.0154978302827832,23.4341883876575,1.91631383758331E-121,0.332803885253915,0.393554263639454,Sex
Male,chosen,mm,Inequality,Unchanged.,0.484875444839853,0.0152630155277533,31.7679978742199,1.79180209126092E-221,0.454960484109981,0.514790405569725,Sex
Male,chosen,mm,Inequality,Decreased by 50%.,0.559862187769162,0.0144989302815691,38.6140340629717,0,0.53144480660293,0.588279568935395,Sex
Male,chosen,mm,Inequality,Decreased by 25%.,0.569974554707377,0.0131979431777138,43.1866198416313,0,0.544107061409052,0.595842048005703,Sex
Male,chosen,mm,Inequality,Decreased by 10%.,0.489672977624785,0.0138918124038535,35.249034711191,3.54979033785397E-272,0.462445525633245,0.516900429616324,Sex
Male,chosen,mm,Inequality,Decreased by 5%.,0.506013745704475,0.0137073668084291,36.9154596047806,2.61071610218699E-298,0.479147800437074,0.532879690971875,Sex
Male,chosen,mm,Inequality,Increased by 5%.,0.500859106529214,0.014202292930457,35.266073512335,1.94577352331534E-272,0.47302312388763,0.528695089170797,Sex
Male,chosen,mm,Inequality,Increased by 10%.,0.498719043552517,0.0135153065488675,36.9003131190025,4.56792527594736E-298,0.472229529476718,0.525208557628315,Sex
Male,chosen,mm,Inequality,Increased by 25%.,0.491079014443507,0.0143136894695079,34.3083462506044,5.89211480374575E-258,0.463024698597381,0.519133330289633,Sex
Male,chosen,mm,Inequality,Increased by 50%.,0.398116438356167,0.013601919273533,29.2691369761937,2.56336011432732E-188,0.371457166459421,0.424775710252913,Sex
