BY,outcome,statistic,feature,level,estimate,std.error,z,p,lower,upper,breakdown
Right,chosen,mm,Funding,Tax on wealth,0.561811505507938,0.0172469985440162,32.5744507993165,9.43705914575998E-233,0.528008009520252,0.595615001495625,leftright
Right,chosen,mm,Funding,VAT increase,0.484068627450981,0.0175750148705038,27.5429995944637,5.36793649589457E-167,0.449622231277038,0.518515023624924,leftright
Right,chosen,mm,Life.expectancy,0 more or less years on average,0.511599511599514,0.0155215398199639,32.9606158624475,2.98061606746056E-238,0.48117785256778,0.542021170631247,leftright
Right,chosen,mm,Life.expectancy,5 fewer years on average,0.47317073170732,0.0166314692857218,28.4503265212737,4.8279614624796E-178,0.440573650897322,0.505767812517319,leftright
Right,chosen,mm,Life.expectancy,3 fewer years on average,0.490074441687347,0.0176497193437604,27.7666988433219,1.09546262301811E-169,0.455481627436337,0.524667255938357,leftright
Right,chosen,mm,Life.expectancy,1 less year on average,0.539506172839507,0.0176419398977547,30.5808871340826,2.19763567636056E-205,0.504928606022488,0.574083739656527,leftright
Right,chosen,mm,Life.expectancy,1 more year on average,0.44907975460123,0.0176005802477504,25.5150539516234,1.34190337863483E-143,0.414583251208632,0.483576257993828,leftright
Right,chosen,mm,Life.expectancy,3 more years on average,0.507995079950809,0.0171331950803444,29.649757536094,3.4160413241788E-193,0.474414634653236,0.541575525248383,leftright
Right,chosen,mm,Life.expectancy,5 more years on average,0.528763769889851,0.0158171488642111,33.4297776691137,5.06421457395929E-245,0.497762727777889,0.559764812001814,leftright
Right,chosen,mm,Mental.health,Same number of cases,0.48796147672552,0.0189278382595425,25.7800954358595,1.48270803319546E-146,0.450863595431617,0.525059358019423,leftright
Right,chosen,mm,Mental.health,50% fewer cases,0.545312499999999,0.0180954955097842,30.135262099076,1.67336594645363E-199,0.509845980518415,0.580779019481582,leftright
Right,chosen,mm,Mental.health,25% fewer cases,0.556589147286824,0.0188775657612266,29.4841588331279,4.59583376389016E-191,0.519589798279033,0.593588496294614,leftright
Right,chosen,mm,Mental.health,10% fewer cases,0.499186991869921,0.0205740651034181,24.2629246753471,4.83012742787634E-130,0.45886256525164,0.539511418488203,leftright
Right,chosen,mm,Mental.health,5% fewer cases,0.542130365659783,0.0188059906226147,28.8275356793944,9.69241120811861E-183,0.50527130134586,0.578989429973705,leftright
Right,chosen,mm,Mental.health,5% more cases,0.494470774091635,0.0195333564406559,25.3141735059145,2.23021427812241E-141,0.456186098970766,0.532755449212504,leftright
Right,chosen,mm,Mental.health,10% more cases,0.458528951486694,0.0193434606666041,23.704597609999,3.23278963844271E-124,0.420616465243783,0.496441437729606,leftright
Right,chosen,mm,Mental.health,25% more cases,0.475308641975311,0.0185245623555481,25.6582926415509,3.41670434367108E-145,0.43900116692907,0.511616117021551,leftright
Right,chosen,mm,Mental.health,50% more cases,0.439490445859853,0.0188537435516355,23.3105136206082,3.46828678387997E-120,0.402537787524894,0.476443104194813,leftright
Right,chosen,mm,Eligibility,People in and out of work are entitled,0.515901060070673,0.0120077123441911,42.9641421515439,0,0.492366376339342,0.539435743802005,leftright
Right,chosen,mm,Eligibility,Everyone is entitled but people of working age who are not disabled are required to look for work,0.543493389004879,0.0125104479796569,43.4431596605213,0,0.51897336153429,0.568013416475468,leftright
Right,chosen,mm,Eligibility,Only people in work are entitled,0.462623413258115,0.0133797721063161,34.5763298195287,5.73281719148662E-262,0.436399541808382,0.488847284707848,leftright
Right,chosen,mm,Eligibility,Only people out of work are entitled,0.477622377622369,0.0130894813171919,36.4890224485102,1.65587565838318E-291,0.451967465664363,0.503277289580375,leftright
Right,chosen,mm,Means.testing,People with any or no amount of income are entitled to the full benefit,0.473796033994328,0.0130412308126289,36.3306225310813,5.31650747310099E-289,0.448235691287502,0.499356376701155,leftright
Right,chosen,mm,Means.testing,Only those with incomes less than £20k are entitled to the full benefit,0.529078014184406,0.0126467826208201,41.834989186372,0,0.504290775727291,0.55386525264152,leftright
Right,chosen,mm,Means.testing,Only those with incomes less than £50k are entitled to the full benefit,0.517844646606017,0.0128901158908382,40.1737774114258,0,0.492580483703427,0.543108809508607,leftright
Right,chosen,mm,Means.testing,Only those with incomes less than £125k are entitled to the full benefit,0.479641131815038,0.0113191493674362,42.3743089030089,0,0.457456006719233,0.501826256910842,leftright
Right,chosen,mm,Citizenship,"Citizens, permanent residents and anyone residing in the UK for more than six months are entitled",0.453684210526313,0.0111099678433939,40.8357807080492,0,0.431909073683862,0.475459347368763,leftright
Right,chosen,mm,Citizenship,Only citizens and permanent residents are entitled,0.517368421052624,0.0100301469980901,51.5813398498688,0,0.497709694176725,0.537027147928523,leftright
Right,chosen,mm,Citizenship,Only citizens are entitled,0.528947368421034,0.0101654230085357,52.0339751702305,0,0.509023505436689,0.548871231405379,leftright
Right,chosen,mm,Poverty,Unchanged.,0.490384615384615,0.0200875678391987,24.4123439587187,1.26469017257609E-131,0.451013705882781,0.52975552488645,leftright
Right,chosen,mm,Poverty,Decreased by 100%.,0.565048543689319,0.0226212587221862,24.9786517465157,1.04313119717332E-137,0.520711691308871,0.609385396069766,leftright
Right,chosen,mm,Poverty,Decreased by 75%.,0.545283018867923,0.0228513194029345,23.8622115971956,7.56335241466123E-126,0.500495255838951,0.590070781896896,leftright
Right,chosen,mm,Poverty,Decreased by 50%.,0.595903165735571,0.0204747844607162,29.1042460973837,3.17213329237641E-186,0.555773325601347,0.636033005869795,leftright
Right,chosen,mm,Poverty,Decreased by 25%.,0.553816046966734,0.0214763967814281,25.7871957108583,1.23432546318832E-146,0.511723082757443,0.595909011176025,leftright
Right,chosen,mm,Poverty,Decreased by 10%.,0.527888446215142,0.0212083299339,24.8906183495075,9.40110171798934E-137,0.486320883372455,0.569456009057828,leftright
Right,chosen,mm,Poverty,Decreased by 5%.,0.495069033530571,0.021987350321024,22.5160843076754,2.88787235448335E-112,0.451974618785899,0.538163448275243,leftright
Right,chosen,mm,Poverty,Increased by 5%.,0.479125248508961,0.0217030084726797,22.0764438769904,5.32364915610684E-108,0.436588133546341,0.521662363471581,leftright
Right,chosen,mm,Poverty,Increased by 10%.,0.451612903225793,0.0212146392028089,21.287795607007,1.47295189403318E-100,0.410032974443276,0.49319283200831,leftright
Right,chosen,mm,Poverty,Increased by 25%.,0.41025641025641,0.0201211734653316,20.3892884758075,2.08151103484172E-92,0.370819634937677,0.449693185575143,leftright
Right,chosen,mm,Poverty,Increased by 50%.,0.388367729831145,0.0218096847167147,17.8071226097782,6.22276753258379E-71,0.34562153327221,0.431113926390079,leftright
Right,chosen,mm,Inequality,Unchanged.,0.525285481239803,0.0199418925957442,26.3408038488736,6.54171168516061E-153,0.486200089968579,0.564370872511028,leftright
Right,chosen,mm,Inequality,Decreased by 50%.,0.468152866242037,0.0194735954286066,24.0403919224039,1.05214958285288E-127,0.429985320552464,0.506320411931609,leftright
Right,chosen,mm,Inequality,Decreased by 25%.,0.525984251968505,0.0190520142977914,27.6078027103664,8.96844989982438E-168,0.488642990111891,0.563325513825118,leftright
Right,chosen,mm,Inequality,Decreased by 10%.,0.513385826771654,0.018623198657489,27.5670058733548,2.76787964440402E-167,0.476885028126041,0.549886625417268,leftright
Right,chosen,mm,Inequality,Decreased by 5%.,0.539184952978057,0.0196139078210755,27.489929997463,2.31652857761097E-166,0.500742400052661,0.577627505903454,leftright
Right,chosen,mm,Inequality,Increased by 5%.,0.492890995260664,0.0196826789224526,25.0418653478317,2.14106645011543E-138,0.454313653453391,0.531468337067937,leftright
Right,chosen,mm,Inequality,Increased by 10%.,0.494470774091624,0.0186611129465574,26.497389277248,1.03876059233504E-154,0.457895664804937,0.53104588337831,leftright
Right,chosen,mm,Inequality,Increased by 25%.,0.496855345911947,0.0204086428342703,24.3453398614839,6.49510454084067E-131,0.456855140983436,0.536855550840458,leftright
Right,chosen,mm,Inequality,Increased by 50%.,0.44530046224961,0.0165307490459537,26.9377062716107,7.94794603949342E-160,0.412900789482071,0.477700135017149,leftright
Left,chosen,mm,Level,Child - £0; Adult - £63; Pensioner - £190,0.47215295095594,0.0140534382477418,33.5969705514455,1.8574259320286E-247,0.444608718131408,0.499697183780472,leftright
Left,chosen,mm,Level,Child - £41; Adult - £63; Pensioner - £190,0.45507487520799,0.0139274761314563,32.6746117467879,3.58393428218711E-234,0.427777523594794,0.482372226821185,leftright
Left,chosen,mm,Level,Child - £0; Adult - £145; Pensioner - £190,0.468120805369129,0.0148006812958381,31.6283281838359,1.50639867283689E-219,0.439112003082631,0.497129607655627,leftright
Left,chosen,mm,Level,Child - £41; Adult - £145; Pensioner - £190,0.48705096073517,0.0138752223013853,35.1022095470531,6.23732993104974E-270,0.459856024746968,0.514245896723372,leftright
Left,chosen,mm,Level,Child - £63; Adult - £145; Pensioner - £190,0.51154833190761,0.0139998531449554,36.5395498517739,2.61316282067834E-292,0.484109123954648,0.538987539860573,leftright
Left,chosen,mm,Level,Child - £63; Adult - £190; Pensioner - £190,0.536666666666664,0.0138113482114974,38.8569355032199,0,0.509596921594187,0.56373641173914,leftright
Left,chosen,mm,Level,Child - £95; Adult - £190; Pensioner - £230,0.520815632965175,0.0139945098993042,37.2157107832029,3.80180347107066E-303,0.493386897581249,0.5482443683491,leftright
Left,chosen,mm,Level,Child - £41; Adult - £230; Pensioner - £230,0.522476675148422,0.0144223612414883,36.2268470744881,2.30100240408547E-287,0.494209366543078,0.550743983753765,leftright
Left,chosen,mm,Level,Child - £95; Adult - £230; Pensioner - £230,0.527993109388482,0.0147243010243461,35.8586196054715,1.34980428138643E-281,0.499134009683237,0.556852209093726,leftright
Left,chosen,mm,Tax,Basic rate - 20%; Higher rate - 40%; Additional rate - 45%,0.553805774278209,0.0130015105137771,42.5954948612601,0,0.528323281926587,0.579288266629831,leftright
Left,chosen,mm,Tax,Basic rate - 23%; Higher rate - 43%; Additional rate - 48%,0.54963839579224,0.0131671270440711,41.7432287204772,0,0.523831301005997,0.575445490578483,leftright
Left,chosen,mm,Tax,Basic rate - 30%; Higher rate - 50%; Additional rate - 60%,0.542019543973943,0.0120510511132194,44.9769517099942,0,0.518399917816182,0.565639170131705,leftright
Left,chosen,mm,Tax,Basic rate - 40%; Higher rate - 60%; Additional rate - 70%,0.502905100064558,0.0116554821062064,43.1475159484623,0,0.480060774913942,0.525749425215173,leftright
Left,chosen,mm,Tax,Basic rate - 48%; Higher rate - 68%; Additional rate - 78%,0.487772637144752,0.0128772987816724,37.8784903118791,0,0.462533595314512,0.513011678974991,leftright
Left,chosen,mm,Tax,Basic rate - 50%; Higher rate - 70%; Additional rate - 80%,0.455679579776756,0.0124789303014114,36.5159167308771,6.19951868969096E-292,0.431221325820404,0.480137833733108,leftright
Left,chosen,mm,Tax,Basic rate - 65%; Higher rate - 85%; Additional rate - 95%,0.407260726072612,0.0134597103821655,30.2577629465373,4.12415439094202E-201,0.380880178481227,0.433641273663996,leftright
Left,chosen,mm,Funding,Removal of income tax-free personal allowance,0.451251646903825,0.0126622519363245,35.6375508221652,3.67357198722046E-278,0.426434089145457,0.476069204662194,leftright
Left,chosen,mm,Funding,Increased government borrowing,0.491170699803788,0.0126983387734045,38.679917788341,0,0.466282413144426,0.516058986463149,leftright
Left,chosen,mm,Funding,Corporation tax increase,0.531331592689298,0.0119213889284327,44.569604756545,0,0.507966099743875,0.554697085634721,leftright
Left,chosen,mm,Funding,Tax for businesses based on carbon emissions,0.502628120893569,0.0119965555309262,41.8977030196571,0,0.479115304114419,0.526140937672719,leftright
Left,chosen,mm,Funding,Tax for individuals based on carbon emissions,0.475496688741715,0.0121304039768353,39.1987513070252,0,0.451721533829197,0.499271843654234,leftright
Left,chosen,mm,Funding,Tax on wealth,0.554533508541371,0.012770180950337,43.4240916943887,0,0.529504413802651,0.579562603280091,leftright
Left,chosen,mm,Funding,VAT increase,0.493212669683272,0.0120383252226776,40.970206449828,0,0.469617985812644,0.516807353553901,leftright
Left,chosen,mm,Life.expectancy,0 more or less years on average,0.514397905759154,0.0118364424355479,43.45882714001,0,0.491198904880399,0.537596906637909,leftright
Left,chosen,mm,Life.expectancy,5 fewer years on average,0.448047650562545,0.0130615719207009,34.3027357872943,7.14382415917998E-258,0.422447440016491,0.473647861108598,leftright
Left,chosen,mm,Life.expectancy,3 fewer years on average,0.47866053841103,0.0126354236306664,37.8824289871305,0,0.453895563165518,0.503425513656543,leftright
Left,chosen,mm,Life.expectancy,1 less year on average,0.494359654943587,0.0126933430843674,38.9463714687125,0,0.469481159654816,0.519238150232357,leftright
Left,chosen,mm,Life.expectancy,1 more year on average,0.502927781392309,0.01239052935487,40.5896929007828,0,0.478642790107377,0.527212772677241,leftright
Left,chosen,mm,Life.expectancy,3 more years on average,0.521625163827018,0.0121216538860345,43.0325076702602,0,0.49786715877733,0.545383168876705,leftright
Left,chosen,mm,Life.expectancy,5 more years on average,0.538759689922475,0.0118315029590207,45.5360313722196,0,0.515570370239815,0.561949009605135,leftright
Left,chosen,mm,Mental.health,Same number of cases,0.532994923857861,0.0135498548587652,39.3358400819383,0,0.506437696338936,0.559552151376786,leftright
Left,chosen,mm,Mental.health,50% fewer cases,0.561551433389548,0.0144729010664038,38.8001984407319,0,0.533185068547586,0.589917798231511,leftright
Left,chosen,mm,Mental.health,25% fewer cases,0.498324958123949,0.0135243651353186,36.8464584576013,3.33254446715313E-297,0.471817689544956,0.524832226702943,leftright
Left,chosen,mm,Mental.health,10% fewer cases,0.523324851569147,0.0145745927317938,35.9066535305331,2.4051788184701E-282,0.494759174725492,0.551890528412802,leftright
Left,chosen,mm,Mental.health,5% fewer cases,0.509105960264903,0.0142929003285708,35.6194997909015,6.99224695093757E-278,0.481092390386283,0.537119530143522,leftright
Left,chosen,mm,Mental.health,5% more cases,0.515177065767288,0.0137184347622916,37.5536330998471,0,0.488289427708934,0.542064703825642,leftright
Left,chosen,mm,Mental.health,10% more cases,0.509754028837995,0.0137567440396441,37.0548457810212,1.50052118781245E-300,0.482791305975757,0.536716751700234,leftright
Left,chosen,mm,Mental.health,25% more cases,0.460290350128081,0.013922758180973,33.0602847614721,1.106925184957E-239,0.433002245527914,0.487578454728249,leftright
Left,chosen,mm,Mental.health,50% more cases,0.389958158995813,0.0132862340776963,29.3505410724653,2.35182621856773E-189,0.36391761871336,0.415998699278267,leftright
Left,chosen,mm,Eligibility,People in and out of work are entitled,0.527149321266959,0.00889591136563288,59.2574835337803,0,0.509713655380658,0.54458498715326,leftright
Left,chosen,mm,Eligibility,Everyone is entitled but people of working age who are not disabled are required to look for work,0.516603773584905,0.00943304488952196,54.7653254739345,0,0.498115345336892,0.535092201832918,leftright
Left,chosen,mm,Eligibility,Only people in work are entitled,0.484241750092706,0.0097236951494101,49.8001780858055,0,0.465183657803215,0.503299842382197,leftright
Left,chosen,mm,Eligibility,Only people out of work are entitled,0.472584856396918,0.00964384155752363,49.0037972500939,0,0.453683274271561,0.491486438522275,leftright
Left,chosen,mm,Means.testing,People with any or no amount of income are entitled to the full benefit,0.520578420467202,0.0086888391956704,59.9134601002402,0,0.503548608576228,0.537608232358176,leftright
Left,chosen,mm,Means.testing,Only those with incomes less than £20k are entitled to the full benefit,0.499432463110115,0.00927863391190188,53.8260769690982,0,0.481246674817056,0.517618251403175,leftright
Left,chosen,mm,Means.testing,Only those with incomes less than £50k are entitled to the full benefit,0.500185942729637,0.00868400098854114,57.5985589349484,0,0.483165613550386,0.517206271908888,leftright
Left,chosen,mm,Means.testing,Only those with incomes less than £125k are entitled to the full benefit,0.479441720105627,0.00862081506186891,55.6144304992999,0,0.462545233066983,0.49633820714427,leftright
Left,chosen,mm,Citizenship,"Citizens, permanent residents and anyone residing in the UK for more than six months are entitled",0.505617977528095,0.00789067372284985,64.0779222772733,0,0.490152541217553,0.521083413838638,leftright
Left,chosen,mm,Citizenship,Only citizens and permanent residents are entitled,0.51151685393259,0.00734753285880527,69.617497976833,0,0.497115954154107,0.525917753711073,leftright
Left,chosen,mm,Citizenship,Only citizens are entitled,0.482865168539331,0.00763416037022956,63.2505927465618,0,0.467902489161479,0.497827847917184,leftright
Left,chosen,mm,Poverty,Unchanged.,0.481218274111673,0.0154020454365725,31.2437900597935,2.71113526128071E-214,0.451030819767741,0.511405728455604,leftright
Left,chosen,mm,Poverty,Decreased by 100%.,0.655344655344658,0.015911913273344,41.1857860262792,0,0.624157878403779,0.686531432285537,leftright
Left,chosen,mm,Poverty,Decreased by 75%.,0.639034627492128,0.0147028419120088,43.4633407144359,0,0.610217586874205,0.667851668110052,leftright
Left,chosen,mm,Poverty,Decreased by 50%.,0.611111111111138,0.0159648253559289,38.2785966953399,0,0.579820628394046,0.642401593828231,leftright
Left,chosen,mm,Poverty,Decreased by 25%.,0.553257497414688,0.0146146175757674,37.8564471185377,0,0.524613373318358,0.581901621511018,leftright
Left,chosen,mm,Poverty,Decreased by 10%.,0.526153846153849,0.0161470341239421,32.5851696426214,6.6532012789929E-233,0.494506240813783,0.557801451493914,leftright
Left,chosen,mm,Poverty,Decreased by 5%.,0.49017580144778,0.0169423280639945,28.9320215968129,4.72462794436547E-184,0.456969448628088,0.523382154267471,leftright
Left,chosen,mm,Poverty,Increased by 5%.,0.433609958506218,0.0151932832955552,28.5395822661366,3.78310978428558E-179,0.403831670440016,0.463388246572421,leftright
Left,chosen,mm,Poverty,Increased by 10%.,0.418580375782878,0.0164922954249911,25.3803588279529,4.1556244694184E-142,0.386256070727501,0.450904680838255,leftright
Left,chosen,mm,Poverty,Increased by 25%.,0.359001040582736,0.0156608176476788,22.9235183410711,2.70790550064016E-116,0.328306402024836,0.389695679140636,leftright
Left,chosen,mm,Poverty,Increased by 50%.,0.333668341708541,0.0159310115610305,20.9445797230315,2.10245592582044E-97,0.30244413281163,0.364892550605452,leftright
Left,chosen,mm,Inequality,Unchanged.,0.496509598603838,0.0145433308191105,34.1400195580646,1.88064202253662E-255,0.46800519398313,0.525014003224546,leftright
Left,chosen,mm,Inequality,Decreased by 50%.,0.553049289891398,0.0143076295359241,38.65415221318,0,0.525006851296845,0.58109172848595,leftright
Left,chosen,mm,Inequality,Decreased by 25%.,0.563018242122715,0.013780355746221,40.8565825506437,0,0.536009241165972,0.590027243079458,leftright
Left,chosen,mm,Inequality,Decreased by 10%.,0.514309764309769,0.0144349052955582,35.629590480793,4.87950076746497E-278,0.486017869810228,0.542601658809309,leftright
Left,chosen,mm,Inequality,Decreased by 5%.,0.513468013468025,0.0126415414262653,40.6175161836828,0,0.488691047563474,0.538244979372576,leftright
Left,chosen,mm,Inequality,Increased by 5%.,0.500000000000007,0.0136112795276737,36.7342393478464,2.07547880407374E-295,0.473322382342259,0.526677617657755,leftright
Left,chosen,mm,Inequality,Increased by 10%.,0.477234401349064,0.0139657136751045,34.171859201137,6.3328780481437E-256,0.44986210552746,0.504606697170667,leftright
Left,chosen,mm,Inequality,Increased by 25%.,0.47508305647836,0.0142258348481654,33.3957944506595,1.57791322379113E-244,0.447200932525941,0.502965180430779,leftright
Left,chosen,mm,Inequality,Increased by 50%.,0.406223717409591,0.0140738013608364,28.8638234258444,3.39853186361216E-183,0.378639573616781,0.433807861202401,leftright
DNV/Other,chosen,mm,Level,Child - £0; Adult - £63; Pensioner - £190,0.452000000000002,0.0205579897953732,21.9865854832621,3.87037897119456E-107,0.411707080406529,0.492292919593475,leftright
DNV/Other,chosen,mm,Level,Child - £41; Adult - £63; Pensioner - £190,0.491935483870966,0.0215026700380692,22.8778790261872,7.71628515491924E-116,0.449791025024902,0.53407994271703,leftright
DNV/Other,chosen,mm,Level,Child - £0; Adult - £145; Pensioner - £190,0.443579766536963,0.0222529717136927,19.9335069600623,2.08432241089188E-88,0.399964743429137,0.48719478964479,leftright
DNV/Other,chosen,mm,Level,Child - £41; Adult - £145; Pensioner - £190,0.462151394422311,0.0204504141556209,22.59863252184,4.47000810121859E-113,0.422069319208366,0.502233469636257,leftright
DNV/Other,chosen,mm,Level,Child - £63; Adult - £145; Pensioner - £190,0.517241379310345,0.0213533440220323,24.2229684857162,1.27454101280934E-129,0.475389594077669,0.559093164543022,leftright
DNV/Other,chosen,mm,Level,Child - £63; Adult - £190; Pensioner - £190,0.538767395626244,0.0216136187118425,24.9272184731863,3.77232956395938E-137,0.496405481375452,0.581129309877036,leftright
DNV/Other,chosen,mm,Level,Child - £95; Adult - £190; Pensioner - £230,0.514851485148516,0.0220815645228316,23.3158970514149,3.05850320123239E-120,0.471572413961469,0.558130556335563,leftright
DNV/Other,chosen,mm,Level,Child - £41; Adult - £230; Pensioner - £230,0.536062378167638,0.0218189344302329,24.5686781763666,2.7317163088953E-133,0.493298052503341,0.578826703831936,leftright
DNV/Other,chosen,mm,Level,Child - £95; Adult - £230; Pensioner - £230,0.543650793650794,0.0206834797598266,26.2843003190751,2.89940943970671E-152,0.503111918246571,0.584189669055018,leftright
DNV/Other,chosen,mm,Tax,Basic rate - 20%; Higher rate - 40%; Additional rate - 45%,0.569892473118281,0.0187699649154539,30.3619359804487,1.74813170667812E-202,0.533104017892911,0.606680928343651,leftright
DNV/Other,chosen,mm,Tax,Basic rate - 23%; Higher rate - 43%; Additional rate - 48%,0.573437499999999,0.020148418918072,28.4606699082307,3.59568850750764E-178,0.533947324575152,0.612927675424845,leftright
DNV/Other,chosen,mm,Tax,Basic rate - 30%; Higher rate - 50%; Additional rate - 60%,0.502318392581147,0.018916754493266,26.5541529737546,2.29969988463222E-155,0.465242235069959,0.539394550092334,leftright
DNV/Other,chosen,mm,Tax,Basic rate - 40%; Higher rate - 60%; Additional rate - 70%,0.507788161993773,0.0171540566642443,29.6016372064458,1.42349654458654E-192,0.474166828743095,0.541409495244451,leftright
DNV/Other,chosen,mm,Tax,Basic rate - 48%; Higher rate - 68%; Additional rate - 78%,0.469953775038524,0.0206924261330587,22.7113907289834,3.45726852187638E-114,0.429397365064973,0.510510185012074,leftright
DNV/Other,chosen,mm,Tax,Basic rate - 50%; Higher rate - 70%; Additional rate - 80%,0.483720930232559,0.0173293822852274,27.9133394526654,1.83788565081702E-171,0.449755965079187,0.517685895385931,leftright
DNV/Other,chosen,mm,Tax,Basic rate - 65%; Higher rate - 85%; Additional rate - 95%,0.394817073170731,0.0204732417106901,19.2845411952802,7.24297409096913E-83,0.354690256770995,0.434943889570466,leftright
DNV/Other,chosen,mm,Funding,Removal of income tax-free personal allowance,0.500000000000003,0.0185652648392016,26.932015477863,9.266492850615E-160,0.46361274955172,0.536387250448286,leftright
DNV/Other,chosen,mm,Funding,Increased government borrowing,0.444780635400907,0.0201808669826961,22.0397188972248,1.19879231658063E-107,0.405226862938029,0.484334407863785,leftright
DNV/Other,chosen,mm,Funding,Corporation tax increase,0.531684698608973,0.0186158705891203,28.5608291088845,2.0610225797306E-179,0.495198262713438,0.568171134504507,leftright
DNV/Other,chosen,mm,Funding,Tax for businesses based on carbon emissions,0.489028213166145,0.018953627982758,25.8012984960457,8.57451038963042E-147,0.451879784943568,0.526176641388721,leftright
DNV/Other,chosen,mm,Funding,Tax for individuals based on carbon emissions,0.511520737327183,0.0204010351668898,25.073273642377,9.7339924077518E-139,0.471535443152744,0.551506031501622,leftright
DNV/Other,chosen,mm,Funding,Tax on wealth,0.538102643856928,0.018345825276291,29.3310677362843,4.16708874927631E-189,0.502145487048733,0.574059800665123,leftright
DNV/Other,chosen,mm,Funding,VAT increase,0.486068111455107,0.0189417369144086,25.6612217586744,3.16895601879081E-145,0.448942989298234,0.523193233611981,leftright
DNV/Other,chosen,mm,Life.expectancy,0 more or less years on average,0.498437499999999,0.0186475859906949,26.7293310913658,2.14758004203412E-157,0.461888903059623,0.534986096940374,leftright
DNV/Other,chosen,mm,Life.expectancy,5 fewer years on average,0.481031866464337,0.0184576807325601,26.061338552453,1.00078434920614E-149,0.44485547699038,0.517208255938294,leftright
DNV/Other,chosen,mm,Life.expectancy,3 fewer years on average,0.477726574500769,0.017799490370101,26.839340035445,1.12334901976275E-158,0.442840214432204,0.512612934569335,leftright
